,words,outcome
190,eneyni ami,1
162,ОСТОПИЗДЕЛО,1
104,crimes,1
201,kot,1
688,goregasm,1
120,ИСХУЯЧИТЬ,1
826,horney,1
1240,butchdike,1
62,venus mound,1
1305,krap,1
852,twat,1
223,Soska,1
1262,fuckwhore,1
223,handjob,1
145,fuckfriend,1
1088,boody,1
373,goddamit,1
276,УПИЗДИТЬ,1
1142,mooncricket,1
239,amsikar,1
374,ПИЗДЮЛЕЙ НАВЕШАТЬ,1
1274,shagging,1
1265,porno,1
60,brazzers,1
261,СПИЗДИЛ (-ла; -ть),1
9,whit,1
449,slopy,1
708,butt-fucker,1
255,2g1c,1
882,cameljockey,1
389,carruth,1
129,МУДОЁБ,1
212,dalbayob,1
1581,honk,1
908,thirdleg,1
924,fister,1
751,diddle,1
13,БЛЯДУН,1
460,blow j,1
280,ХУЕВАТО,1
1224,erotism,1
1168,paki,1
958,raghead,1
501,shrimping,1
739,nigre,1
40,conspiracy,1
868,ero,1
731,peck,1
539,jiggy,1
1201,bitchslap,1
1339,kanake,1
697,dripdick,1
235,ПОПИЗДЕТЬ,1
213,ПИЗДУН,1
1371,whitenigger,1
1145,asshat,1
1031,vagina,1
372,nigr,1
667,suckme,1
1431,joint,1
4,tashag'bosh,1
357,jugs,1
967,fuckmehard,1
783,beast,1
735,clamdiver,1
1353,nastybitch,1
1035,rearentry,1
970,fu,1
2,Lgbt,1
183,pizdes,1
172,foxshalar,1
150,zaybal,1
1396,queer,1
1536,israel's,1
392,"ХУИ ПИНАТЬ, ГРУШИ ХУЕМ ОКОЛАЧИВАТЬ",1
231,Jalaaap,1
1549,nymph,1
1328,booty call,1
176,ПЕРЕХУЯРИТЬ,1
125,Gandonbashara,1
1425,filipina,1
1464,pom,1
1555,booty,1
1250,ball gravy,1
1252,panti,1
240,Ayeyni ishak siksin,1
139,negrbosh,1
1236,dyke,1
885,cleveland steamer,1
79,deth,1
1172,pindick,1
814,gangbanged ,1
83,mazgiyob,1
671,hot chick,1
179,huysos,1
219,yiban,1
57,urinate,1
133,footfucker,1
1140,ecchi,1
933,kunt,1
928,taff,1
823,sissy,1
1432,niggards,1
195,ПИЗДОБЛОШКА,1
1531,nigger's,1
1214,shitfuck,1
504,sexslave,1
280,Ogzingya Sikyama,1
347,coon,1
386,one guy one jar,1
1024,chink,1
1384,girls gone wild,1
894,twink,1
828,baptist,1
248,o'siroq,1
475,genitals,1
67,ЕБАЛОВО,1
341,ЁБ (ёп) ТВОЮ МАТЬ,1
335,ЕБАТЬ МОЗГИ,1
311,БЕЗ ПИЗДЫ,1
239,ПРИЕБАТЬСЯ,1
652,crapola,1
172,gross,1
1474,kyke,1
1149,intheass,1
38,execute,1
1554,feces,1
713,whiskydick,1
90,crackpipe,1
166,stiffy,1
1205,assjockey,1
875,hymie,1
177,ПЁЗДЫ,1
114,ombosh,1
247,Jalab,1
1093,splittail,1
1155,willy,1
1324,nipple,1
191,ПИЗДЁЖ,1
1350,ejaculation,1
510,asshole,1
64,ДЯДЕЁБ,1
499,bong,1
184,ПИЗДАНУТЬСЯ,1
1388,autoerotic,1
1519,dog style,1
55,ДОЕБАТЬСЯ,1
338,women rapping,1
93,blyat,1
1188,mr hands,1
28,testicles,1
1540,killed,1
1217,girl on top,1
198,ПИЗДОВАТЬ (пиздюхать),1
794,fistfucked ,1
945,getiton,1
345,ЗАЕБЁШЬ МЁРТВОГО,1
169,latin,1
250,РАЗЪЕБАТЬСЯ,1
60,"ДОХУЯКАТЬ (-рить, -чить, -шить)",1
1197,vietcong,1
1542,whacker,1
1253,kissass,1
241,ПРИПИЗДИТЬ,1
912,moron,1
491,whore,1
953,hardcore,1
1097,niggor,1
1032,urophilia,1
587,fore,1
750,pickaninny,1
657,niggerhead,1
234,ethiopian,1
732,backdoorman,1
300,e kalanga,1
1186,bombs,1
1156,addict,1
340,ЕБИЧЕСКАЯ СИЛА,1
282,ХУЕБРАТИЯ,1
80,miyyasikar,1
934,facefucker,1
1209,pooper,1
1065,nastyho,1
100,ЖИДОЁБКА,1
108,slapper,1
1062,swallower,1
568,octopussy,1
1167,shitoutofluck,1
1174,felching,1
1588,samckdaddy,1
1507,shiteater,1
1492,jizim,1
890,buttface,1
947,raping,1
1048,hitler,1
129,Ishlatlgan gandon,1
206,ПИЗДОРВАНЕЦ (ПИЗДОРВАНКА),1
310,ШИРОКОПИЗДАЯ,1
884,sonofbitch,1
143,upskirt,1
265,Boqimni yepsa,1
16,zaebalslar,1
850,skankbitch,1
1587,virginbreaker,1
1407,racial,1
734,shiting,1
717,niggardliness's,1
454,hole,1
264,god,1
75,shag,1
1256,mulatto,1
444,wetback,1
395,cunnilingus,1
295,ХУЁВНИЧАТЬ,1
176,kraut,1
1042,asshore,1
154,sikvordin,1
245,ПРОЕБАТЬ,1
394,"ХУЙ, А ВОТ ХУЙ, ХУЙ ТАМ, ХУЮШКИ, ХУЙ-НА-НЫ, ХУЙ-НА-РЫЛО",1
217,ПИЗДЮЛЬКА,1
595,penises,1
61,gummer,1
1296,bung hole,1
872,grostulation,1
369,ПИЗДЫ ДАТЬ,1
216,wet dream,1
278,dickweed,1
1548,gyppy,1
102,ЗАЕБАЛ (-а; -и; -ть),1
1392,knockers,1
187,ПИЗДЕЛЯКАЕТ (-ть),1
36,pissed,1
148,hatobosh,1
399,ХУЙ К НОСУ ПРИКИНУТЬ,1
662,breastjob,1
263,СУХОПИЗДАЯ,1
197,mamaroza,1
308,ХУЯЧИТЬ,1
977,wop,1
1571,bumblefuck,1
1122,threesome,1
96,ЁБНУТЬСЯ,1
738,slav,1
191,sodomite,1
919,motherfuckin,1
456,mastrabator,1
1417,whigger,1
675,deapthroat,1
760,pimper,1
198,amhor,1
79,mazgayob,1
728,fuckher,1
94,blat,1
1399,bombing,1
412,flydie,1
1098,motherfucked,1
1516,mideast,1
33,"ВХУЙНУТЬ (-кать, -рить, -чить, -шить)",1
1524,pu55y,1
825,penis,1
376,ПУСТИТЬ ПО ПИЗДЕ,1
616,phukked,1
114,niggur,1
417,lucifer,1
258,qotaq ali,1
9,БЛЯДСКИЙ (-ая; -ое) (1),1
969,bitchin,1
604,american,1
263,hunasa,1
89,damnit,1
848,death,1
406,ХУЙ-ЧЕГО,1
262,Khunasa,1
753,bombers,1
498,suicide girls,1
1276,stupidfucker,1
1325,fuckit,1
14,БЛЯДЬ,1
11,herpes,1
396,dipshit,1
284,dead,1
254,Otni qotag'i,1
1066,goddamnes,1
249,РАЗЪЕБАЙ,1
1191,liberal,1
1440,kaffre,1
1600,jizm ,1
242,ПРИХУЯРИВАТЬ (-чивать),1
221,Xorromi,1
155,skvodrin,1
1450,showtime,1
690,fuks,1
84,shit,1
1568,redlight,1
241,Bulbulcha,1
226,Kotbawara,1
689,fagot,1
71,ЕБАНЁШЬСЯ,1
851,goy,1
1498,dolcett,1
159,cherrypopper,1
895,shitting,1
496,coprolagnia,1
257,cunntt,1
166,ОТХУЯРИВАТЬ,1
335,pansy,1
242,Chochok,1
1039,harder,1
515,cocksucked ,1
1348,fugly,1
1015,brown showers,1
768,funeral,1
162,xaromilar,1
441,feltch,1
359,НЕ ЕБЁТ (ниипёт),1
761,fuckbuddy,1
1246,roach,1
1203,crap,1
337,ЕБАТЬСЯ-СРАТЬСЯ,1
1123,bitchez,1
244,ПРОБЛЯДЬ,1
165,ОТПИЗДИТЬ,1
521,whites,1
169,"ОХУЕННО, ОХУИТЕЛЬНО, ОХХУЕТИТЕЛЬНО",1
22,muffdiving,1
356,dp action,1
195,jossalar,1
1277,loadedgun,1
1312,shit,1
19,ВЗЪЁБЫВАТЬ,1
550,sexual,1
340,crime,1
431,beat-off,1
473,horn,1
217,double penetration,1
911,negroes,1
1227,meth,1
57,porno,1
1011,sadom,1
957,leather straight jacket,1
157,ОПИЗДЕНЕВАТЬ,1
93,camgirl,1
1008,dumbfuck,1
1070,jizz,1
1092,faeces,1
51,soskalar,1
1308,bra,1
696,crotchjockey,1
1109,phuq,1
996,violet blue,1
1458,assault,1
63,ДУРОЁБ,1
153,erection,1
1099,slimeball,1
246,butt-bang,1
307,dabba,1
789,harem,1
580,geez,1
1470,fuckbag,1
703,sexy,1
1212,poon,1
1295,kunnilingus,1
896,blind,1
292,ХУЕТА,1
1260,tunneloflove,1
487,naked,1
8,БЛЯДОСЛОВНИК,1
559,babies,1
1141,dirty sanchez,1
147,tashobosh,1
1119,sixtyniner,1
801,bbw,1
158,ОПИЗДИХУИТЕЛЬНЫЙ,1
512,mothafucker,1
633,japcrap,1
115,junbashara,1
48,ГЛУПИЗДИ,1
1012,threeway,1
315,В ПИЗДЕ,1
1416,byatch,1
1150,jacktheripper,1
790,nigerians,1
159,zaybalsizlar,1
116,dicklicker,1
1497,ethical slut,1
740,robber,1
126,Xoromdan bogan,1
1081,wuss,1
11,БЛЯДСТВО (1),1
194,ПИЗДОБОЛ (пиздабол),1
830,fingering,1
119,butt,1
656,cumming,1
102,transgenders,1
66,qosin',1
257,Qanjiq,1
635,jackass,1
369,israeli,1
268,libido,1
655,scrotum,1
121,qataqkalla,1
935,assmuncher,1
822,dickbrain,1
866,yellowman,1
46,niggled,1
1373,bigger,1
883,footfuck,1
991,buttcheeks,1
876,sheeney,1
773,cocksmith,1
1219,zoophilia,1
1126,nympho,1
4,whitetrash,1
185,pizda,1
1003,lesbian,1
1595,spank,1
145,tashaqbosh,1
263,fatfuck,1
43,pizda,1
612,slutty,1
443,pleasure chest,1
1002,negro's,1
1077,sob,1
281,Og'zingya Sikyama,1
837,rere,1
681,scat,1
99,ЖИДОЁБ,1
304,teste,1
1365,topless,1
34,soqqi,1
313,premature,1
149,buttfuckers,1
1148,chav,1
1213,fear,1
574,swalow,1
105,ЗАЕБЦОВЫЙ (-ая; -ое),1
72,ЕБАНУЛ (-ла),1
50,aroused,1
853,masturbate,1
366,ОПИЗДИНЕТЬ (опизденеть) можно,1
726,hebe,1
207,ПИЗДОСТРАДАЛЕЦ,1
833,mothafucking ,1
1377,titty,1
1115,dumbass,1
1166,sick,1
470,italiano,1
290,ХУЕПУТАЛО,1
971,cocks,1
653,foursome,1
399,transvestite,1
3,tashaqbosh,1
511,easyslut,1
63,e kalanga,1
320,jade,1
19,israel,1
684,anus,1
35,arsehole,1
232,ПОДЪЁБЫВАТЬ,1
902,fatass,1
180,xuysos,1
827,buttmunch,1
524,cunt,1
407,gangbanger,1
920,lezzo,1
225,ПОДНАЕБНУТЬСЯ,1
274,УЁБОК,1
537,wrapping men,1
89,ЕБУКЕНТИЙ,1
256,pidaraz,1
245,tribadism,1
784,phone sex,1
1409,snot,1
154,nudity,1
70,ЕБАНДЕЙ,1
625,bangbros,1
213,sik,1
1346,hillbillies,1
569,tinkle,1
142,НАПИЗДЕТЬ,1
200,ПИЗДОДУШИЕ,1
127,assmonkey,1
290,Ablah,1
390,ХУЁ-МОЁ,1
980,fuck,1
190,bollick,1
1139,nsfw images,1
992,cacker,1
699,fuckina,1
606,tushy,1
180,fecal,1
301,terrorist,1
1060,spig,1
173,fohshalar,1
1069,sucks,1
1243,execution,1
16,boner,1
292,naxxuy,1
546,orgasm,1
658,pussie,1
78,sikishma,1
105,Fohisha,1
1504,givehead,1
959,crotch,1
797,primetime,1
225,dixiedyke,1
48,eneyni ami,1
183,ПИЗДАНУТЬ,1
279,Qutag'imni ye,1
59,brazzers,1
77,ЕБАНЬКО,1
1045,muff,1
469,minority,1
954,skinflute,1
289,Og'zinga qotog'im,1
639,baby batter,1
137,negr,1
1218,fistfucker ,1
1158,slimebucket,1
1415,mastabater,1
87,pizdyukcha,1
1527,peepshow,1
249,og'zinga qotog'im,1
1300,lowlife,1
207,lgbt,1
1603,dragqween,1
160,adult,1
88,ЕБЛЯ,1
956,asspacker,1
245,Fohsha,1
877,asswipe,1
303,ХУЯРИТЬ (-чить),1
268,ТУЕБЕНЬ,1
98,ball licking,1
178,tashoqbosh,1
253,motherfucker,1
103,gook,1
1445,bullshit,1
1443,lynch,1
32,ВПИЗЖИВАТЬСЯ,1
586,hoser,1
627,cohee,1
80,ЕБАТЬСЯ,1
75,sikishib qoymadilarda,1
403,peckerwood,1
1154,gaysex ,1
66,ЕБАЛО (ебло),1
30,foxshalar,1
191,chortlar,1
452,ethnic,1
1327,quim,1
23,xaromxorlar,1
880,died,1
246,Jalap,1
623,kigger,1
171,ОХУИТЕЛЬНЫЙ,1
262,fudge packer,1
18,ВЗЪЁБКА,1
1438,dike,1
353,МУХА НЕ ЕБЛАСЬ,1
186,ПИЗДЕЛИТЬСЯ,1
640,toilet,1
181,xuyela,1
343,ЗА ПРОСТО ХУЙ,1
488,shited,1
227,ПОДПЁЗДЫВАТЬ,1
118,ИСПИЗДЕЛСЯ (-лась; -ться),1
146,pthc,1
1534,twobitwhore,1
370,ПИЗДА МАЛОСОЛЬНАЯ,1
1369,amateur,1
260,Qutobosh,1
659,abuse,1
178,ПИЗДА (1),1
186,whitey,1
1147,intercourse,1
608,milf,1
314,БРОСАТЬСЯ НА ХУЙ,1
197,jail bait,1
293,donkey punch,1
766,doodoo,1
400,tnt,1
122,dicklick,1
202,ballsack,1
835,wetb,1
1439,pegging,1
117,ИЗЪЕБНУЛСЯ (-лась; -ться),1
79,ЕБАТОРИЙ,1
91,ЁБАНЫЙ,1
243,Foxsha,1
1153,angry,1
45,"ВЫХУЯРИВАНИЕ (-ть), ВЫХУЯЧИВАНИЕ (-ть), ВЫХУЯКИВАНИЕ",1
143,НАПИЗДИТЬ,1
854,usama,1
1589,masterblaster,1
641,tampon,1
1,asslover,1
134,qanchiqsifat,1
698,die,1
20,ВЗЪЕБЩИК,1
1291,roundeye,1
199,am,1
1520,interracial,1
237,ПОХУЮ (-й),1
1136,big tits,1
230,Yeban,1
15,БЛЯХОМУДИЯ,1
382,СОСАТЬ ХУЙ,1
663,blonde on blonde action,1
683,mafia,1
1257,noonan,1
317,jimfish,1
648,titjob,1
1434,gob,1
1479,fuckfest,1
709,neonazi,1
1282,niggah,1
152,ОБЪЕБАТЬ,1
972,fucker,1
1306,addicts,1
1400,hooters,1
1408,fuckfreak,1
1496,rigger,1
12,sikvordin,1
1529,yiffy,1
47,ВЪЁБЫВАТЬ,1
1354,camel toe,1
251,Oneni ami,1
267,Manjalaqi,1
27,ВПИЗДРОНИВАТЬСЯ,1
1051,tongue,1
795,ginzo,1
1597,lesbain,1
203,ПИЗДОЛИЗ,1
106,ЗАЕБЕНИТЬ (заебашить),1
1183,poop,1
1059,pedophile,1
540,alligatorbait,1
62,"ДОХУЯРИВАТЬСЯ (-чиваться, -шиваться)",1
141,НАХУЯРИТЬСЯ,1
307,ХУЯК,1
95,cuntfucker,1
1020,sodomize,1
563,fagging,1
863,timbernigger,1
1484,analsex,1
265,СЪЕБАТЬСЯ,1
1038,areola,1
206,nookey,1
392,pric,1
870,nig,1
397,welfare,1
217,seks,1
1028,jailbait,1
1485,nigga,1
960,goo girl,1
1570,orga,1
279,ХУЕВАТЕНЬКИЙ,1
120,qataqbas,1
804,stroking,1
135,НАЕБЕНИТЬСЯ,1
502,gin,1
779,pocho,1
247,ПРОЁБ,1
200,bareback,1
156,sikvordilar,1
62,yoz e amani kotiga sey bla,1
180,ПИЗДАБОЛ,1
378,acrotomophilia,1
418,butchdyke,1
82,ЕБЕНЯ (мн. ч.),1
391,trisexual,1
1522,pocha,1
1162,shitcan,1
1495,cemetery,1
1,Gey,1
1152,spaghettibender,1
1367,foot fetish,1
64,spaghettinigger,1
36,tashoqbosh,1
1180,sadis,1
492,african,1
379,dumbbitch,1
209,kallanga qota'g'im,1
763,catholics,1
238,latta,1
791,bastardo,1
1076,enema,1
878,crash,1
337,ikey,1
1016,pubes,1
1275,anilingus,1
455,nofuckingway,1
815,masterbate,1
995,porchmonkey,1
365,НЕТ НИ ХУЯ (нихуя),1
201,pimpjuice,1
161,palestinian,1
1579,piccaninny,1
702,beaver cleaver,1
1500,babe,1
1129,hitlerist,1
1021,goddammit,1
1585,mgger,1
339,ЕБЁТ В РОТ И В ЖОПУ,1
227,Eban,1
34,hell,1
775,barely legal,1
1478,figging,1
1390,bible,1
113,oponggi ommi,1
1363,meatbeatter,1
15,zaybalslar,1
241,sexfarm,1
35,tashaqbash,1
600,puddboy,1
1297,pee-pee,1
188,onag'ar,1
42,xuysinim,1
646,titties,1
1528,jap,1
1267,sex,1
283,ХУЕГЛОТ,1
562,fuck buttons,1
189,slaughter,1
190,ПИЗДЕЦКИЙ (-ая; -ое),1
975,penthouse,1
21,jalablar,1
1082,asslick,1
474,rape,1
747,golden shower,1
274,Kutagimny ye,1
21,slanteye,1
459,pisses ,1
1184,tits,1
955,throating,1
1215,tittie,1
1515,feltching,1
769,prickhead,1
69,ЕБАНАТИК,1
130,koon,1
109,yimirtangi azaman,1
1482,sexhouse,1
330,fastfuck,1
1238,suck,1
466,dipstick,1
143,Gey,1
22,ВПИЗДИТЬСЯ,1
1095,shitlist,1
1130,semen,1
1294,disturbed,1
860,blue waffle,1
