,words,outcome
3844,install,0.0
1232,xuy,1.0
613,СУХОПИЗДАЯ,1.0
3038,motor,0.0
3980,assure,0.0
2602,often,0.0
1153,Christmas,0.0
1861,goddamnes,1.0
3484,arse,1.0
4133,recipe,0.0
57,dominate,0.0
2592,bi curious,1.0
1835,ХУЙ С НИМ,1.0
2405,jallab,1.0
3225,butt-fuck,1.0
4206,smell,0.0
1735,heat,0.0
1253,composition,0.0
3704,food,0.0
2776,concert,0.0
3186,faeces,1.0
2480,fucks,1.0
2357,dominatrix,1.0
2185,color,0.0
2964,catholic,1.0
1665,shitface,1.0
2996,funfuck,1.0
560,bone,0.0
2688,gadolik,0.0
707,sell,0.0
3472,fistfucking ,1.0
424,sexhouse,1.0
1093,muff diver,1.0
2596,shaved beaver,1.0
1376,Eblan,1.0
647,Yeban,1.0
72,turd,1.0
1922,assumption,0.0
3518,wuzzie,1.0
2302,coitus,1.0
1764,mosshead,1.0
743,turn,0.0
2091,frotting,1.0
1005,sexwhore,1.0
620,abadiy-boqiy,0.0
2256,mazgiyop,1.0
287,intiluvchilik,0.0
553,mormon,1.0
1125,literature,0.0
1241,raping,1.0
2069,ceiling,0.0
1554,buttstain,1.0
3940,tushy,1.0
2506,fall,0.0
2829,reason,0.0
998,species,0.0
3041,celebrity,0.0
4073,heritage,0.0
1960,nomination,0.0
1190,assclown,1.0
4176,jimfish,1.0
1397,send,0.0
1577,twobitwhore,1.0
3154,valuable,0.0
2098,iron,0.0
1620,wage,0.0
4068,choose,0.0
1826,СОСИ ХУЙ,1.0
2550,dalbayob,1.0
4247,law,0.0
2577,screwyou,1.0
440,straight,0.0
1100,cumm,1.0
3128,bitchslap,1.0
649,lab,0.0
1546,yesterday,0.0
2579,fucka,1.0
2313,arise,0.0
630,propose,0.0
672,kotbashara,1.0
1249,copy,0.0
482,genetic,0.0
1584,НАПИЗДЕТЬ,1.0
3790,citizen,0.0
1462,both,0.0
2854,nook,1.0
2640,Islamic,0.0
49,bulldyke,1.0
3226,like,0.0
2218,million,0.0
858,tree,0.0
1072,offense,0.0
719,assist,0.0
1660,motherfucker,1.0
1656,xloremiya,0.0
4182,chance,0.0
3132,ТАМ ЕЩЁ ХУЙ НЕ ВАЛЯЛСЯ,1.0
4234,adequate,0.0
2408,immediately,0.0
3626,premature,1.0
4000,urophilia,1.0
1385,invest,0.0
2787,accident,0.0
1399,deal,0.0
1195,cockblocker,1.0
1408,understand,0.0
4038,УЁБЫВАТЬ,1.0
1798,cocky,1.0
1475,bukkake,1.0
2335,boundary,0.0
3887,remains,1.0
2580,arabs,1.0
2606,conventional,0.0
2741,normally,0.0
1286,БЛЯДОГОН,1.0
349,relatively,0.0
2268,ОСТОПИЗДЕЛО,1.0
1681,yibanla,1.0
4026,park,0.0
2359,dix,1.0
1671,source,0.0
1179,miss,0.0
3052,correct,0.0
3492,УЕБАТЬ,1.0
2634,sluts,1.0
1916,rosy palm,1.0
1357,rub,0.0
1825,violet wand,1.0
786,group,0.0
3985,above,0.0
140,blackman,1.0
788,peepshow,1.0
323,principal,0.0
2986,brothel,1.0
714,beer,0.0
3573,dickforbrains,1.0
4096,beside,0.0
3459,club,0.0
3739,assholes,1.0
4242,cocksucking,1.0
406,close,0.0
2446,ХУЕТА,1.0
1004,Qutagimny ye,1.0
890,rigger,1.0
2501,encounter,0.0
3640,false,0.0
3505,femdom,1.0
2409,vote,0.0
303,thirdeye,1.0
3614,cigarette,0.0
2728,zayibal,1.0
664,ХУЕДИН,1.0
1177,fahm-farosatsiz,0.0
1947,downtown,0.0
3333,other,0.0
2132,sikay,1.0
3252,goddamnmuthafucker,1.0
961,sexo,1.0
2009,towelhead,1.0
2417,pussie,1.0
2823,none,0.0
304,Kutagimny ye,1.0
3720,office,0.0
4018,senator,0.0
916,Kutingga ska,1.0
3201,s&m,1.0
1624,jala,1.0
2788,chinky,1.0
821,girl,0.0
2519,salary,0.0
1354,sex,1.0
3955,macaca,1.0
3638,collect,0.0
1000,organization,0.0
18,badfuck,1.0
1637,secure,0.0
1667,miyyasikar,1.0
493,ЗАПИЗДИТЬ,1.0
3593,funksiya,0.0
2714,attitude,0.0
687,read,0.0
2716,badburush,0.0
1608,doo-doo,1.0
3100,huysos,1.0
2474,eva elif,1.0
1009,willie,1.0
4010,greaseball,1.0
4049,chapter,0.0
1677,hot chick,1.0
1999,leather straight jacket,1.0
1310,asses,1.0
1987,educate,0.0
2663,drunk,1.0
344,boonga,1.0
2991,ВПИЗДЯЧИТЬ,1.0
986,anger,0.0
3469,gabarit,0.0
4118,expect,0.0
3913,heeb,1.0
2244,center,0.0
1142,consider,0.0
1198,ago,0.0
85,reality,0.0
1518,fuckher,1.0
3036,smackthemonkey,1.0
1381,ХУЁВО,1.0
2238,competitor,0.0
1014,seppo,1.0
128,frustration,0.0
1364,nittit,1.0
3214,fabrikat,0.0
2267,sophisticated,0.0
891,yimirtaqovirdoq,1.0
3109,Oneni eshshe siksin,1.0
1359,skankwhore,1.0
307,rump,1.0
1661,reading,0.0
1317,damn,1.0
3250,healthy,0.0
3181,twink,1.0
1208,border,0.0
3576,sexual,1.0
3231,body,0.0
2222,ПИЗДЫ ДАТЬ,1.0
1239,Iraqi,0.0
275,fire,1.0
489,nambla,1.0
3501,Canadian,0.0
1229,ИСПИЗДЕЛСЯ (-лась; -ться),1.0
3673,НЕ ПИЗДЕТЬ БЫЛА КОМАНДА,1.0
2943,ball gravy,1.0
2310,matter,0.0
4146,asslicker,1.0
1058,become,0.0
2166,ra8s,1.0
281,mothafuckin,1.0
2600,asalxoney,1.0
1316,palesimian,1.0
968,hijack,1.0
2846,nookey,1.0
3287,dabdabachi,0.0
2564,gabaritli,0.0
619,bike,0.0
3617,iblis,0.0
1742,enema,1.0
3636,depression,0.0
2936,sokki,1.0
1847,manpaste,1.0
1579,pornhub,1.0
1655,suckmytit,1.0
2212,even,0.0
2020,beast,1.0
1956,stupidfuck,1.0
1307,nasty,1.0
2003,health,0.0
575,fashion,0.0
1706,qit'a,0.0
3414,balance,0.0
2527,glutamin,0.0
3274,her,0.0
861,double penetration,1.0
1801,pidaraz,1.0
1628,agree,0.0
1993,moron,1.0
269,sniggers,1.0
629,ХУЯ,1.0
300,cockfight,1.0
3988,nig nog,1.0
1447,bulldike,1.0
1472,gummer,1.0
2046,nlgger,1.0
3131,attack,0.0
3210,zayebal,1.0
2113,jacktheripper,1.0
3669,ПИЗДОСТРАДАНИЯ,1.0
2789,МНОГОПИЗДНАЯ,1.0
3855,ЕБАЛКА,1.0
3499,jabr-qiynoq,0.0
2008,pornprincess,1.0
503,hero,0.0
3665,beastiality,1.0
3053,gringo,1.0
380,palestinian,1.0
3416,yimirtangi azaman,1.0
1525,sadis,1.0
2346,tantra,1.0
374,favor,0.0
2370,pissoff ,1.0
3257,approach,0.0
939,away,0.0
2798,though,0.0
3049,relax,0.0
2147,honest,0.0
2778,nobody,0.0
2068,"ХУЙ МОРЖОВЫЙ (голландский, мамин, с горы, стоптанный)",1.0
529,fucktard,1.0
2715,cat,0.0
636,evl,1.0
1269,wide,0.0
185,fohshalar,1.0
3470,reject,1.0
3740,one cup two girls,1.0
2515,jossa,1.0
1797,ПИЗДРИК,1.0
1441,vatican,1.0
1535,racist,1.0
1273,dipshit,1.0
607,second,0.0
1712,error,0.0
4034,datnigga,1.0
955,explain,0.0
2830,ЕБАТЬ (ЕГО) В РОТ (конём),1.0
2458,ХУЕБРАТИЯ,1.0
4035,brown,0.0
2071,ethnic,0.0
3726,ОТХУЯРИВАТЬ,1.0
1977,ХУЙ ВАЖНЫЙ,1.0
158,suyamlamoq,0.0
1748,republican,1.0
2576,skanky,1.0
902,e kalanga,1.0
352,jump,0.0
1230,sob,1.0
3870,amlariga eshak siksin,1.0
2140,Alloh,0.0
444,"ВДРУГ, ОТКУДА НИ ВОЗЬМИСЬ, ПОЯВИЛСЯ В РОТ ЕБИСЬ",1.0
4209,omkalla,1.0
754,physician,0.0
1737,smoke,0.0
4239,soskalar,1.0
311,hear,0.0
548,kotlar,1.0
3628,Indian,0.0
3204,career,0.0
306,afford,0.0
694,gabbro-dolerit,0.0
1927,ibodatxona,0.0
3404,КОЗЛОЁБИНА,1.0
749,ЕБУКЕНТИЙ,1.0
3861,gado va gadoy,0.0
1266,fan,0.0
2389,cockknob,1.0
4232,piker,1.0
3194,fuks,1.0
970,yam-yashil,0.0
13,С ХУЕВУ ДУШУ,1.0
873,tashxis,0.0
808,titjob,1.0
514,huge,0.0
3549,sexymoma,1.0
409,bag,0.0
2478,ПИЗДОБОЛ (пиздабол),1.0
3321,thicklips,1.0
207,Fokhsha,1.0
2341,williewanker,1.0
458,wab,1.0
2528,circle,0.0
2669,chamber,0.0
4081,type,0.0
2727,protect,0.0
2932,recent,0.0
1883,raped,1.0
1713,representation,0.0
4225,ЗАЕБЁШЬ МЁРТВОГО,1.0
2471,ХУЙ НОЧЕВАЛ,1.0
552,sugar,0.0
1439,officer,0.0
2270,ЕБАТЬ-КОЛОТИТЬ,1.0
4042,tongue in a,1.0
1925,demon,1.0
634,krappy,1.0
4084,pussycat,1.0
316,cast,0.0
3295,shitstain,1.0
3918,economic,0.0
1328,approximately,0.0
427,come,0.0
4172,bus,0.0
105,qanjiqbahsara,1.0
142,kraut,1.0
2169,gyppo,1.0
2422,tent,0.0
3487,ЗАПИЗДЕНЕВАТЬ,1.0
2241,mggor,1.0
2481,perceive,0.0
2163,itdanbogan,1.0
1949,bitch,1.0
3945,ОПИЗДОУМЕЛ,1.0
2272,crap,1.0
1,building,0.0
2387,badfe'lona,0.0
4218,bottle,0.0
1951,chuhlamoq,0.0
2973,cuntsucker,1.0
3237,kunnilingus,1.0
4032,area,0.0
1109,ЕБАНУТЬСЯ (ёбнуться),1.0
2614,НА ХУЙ СЕСТЬ,1.0
591,motherfucking,1.0
1695,ah,0.0
1576,chumolar,1.0
2873,arrange,0.0
213,absolute,0.0
778,borrow,0.0
3162,armed,0.0
3989,nearly,0.0
2043,kot,1.0
3656,"ВХУЙНУТЬСЯ (вхуякаться, вхуяриться, вхуячиться, вхуяшить)",1.0
2607,brother,0.0
3707,grass,0.0
1567,orange,0.0
3438,normal,0.0
3938,reader,0.0
4215,helicopter,0.0
4011,israel,1.0
1343,spermbag,1.0
2013,kotkalla,1.0
273,routine,0.0
71,analyze,0.0
1087,jabduqlamoq,0.0
394,sikvordin,1.0
583,delivery,0.0
1367,erect,1.0
3679,affect,0.0
2987,credit,0.0
4054,expensive,0.0
3371,instance,0.0
2574,commie,1.0
1763,qanjiqcha,1.0
3338,queef,1.0
1259,bogan,1.0
2253,birthday,0.0
526,damnit,1.0
377,probably,0.0
1559,fistfucker ,1.0
2780,perfectly,0.0
1963,had,0.0
3966,terrible,0.0
348,pregnancy,0.0
2246,carbon,0.0
3852,limitation,0.0
1709,redlight,1.0
1050,here,0.0
590,relate,0.0
519,difficult,0.0
3579,outcome,0.0
2998,fahmlanmoq,0.0
1083,habs,0.0
2615,client,0.0
4037,slav,1.0
1294,badbasharalik,0.0
1809,awful,0.0
791,assignment,0.0
792,reinforce,0.0
4175,fuck buttons,1.0
1980,estimate,0.0
3789,assblaster,1.0
2462,argie,1.0
1530,gonorrehea,1.0
1410,skum,1.0
3235,assmonkey,1.0
3516,ПИЗДЕЛИТЬСЯ,1.0
83,shitlist,1.0
3481,titty,1.0
2350,awareness,0.0
20,buttface,1.0
2880,jalablar,1.0
1562,inspire,0.0
973,ЕБЛАНИТЬ,1.0
1710,tension,0.0
4223,mastabate,1.0
1098,sexed,1.0
3045,"ЕБАЛЬНИК РАЗИНУЛ (раскрыл, распахнул)",1.0
886,raghead,1.0
3365,ЕБИСТИКА,1.0
3715,tomorrow,0.0
3422,vomit,1.0
3742,semen,1.0
737,niggardliness,1.0
1453,pissed,1.0
2881,Khunasa,1.0
3920,dixiedike,1.0
2126,narrow,0.0
906,ПОЕБЕНЬ,1.0
2662,group sex,1.0
3253,after,0.0
2428,buttfuckers,1.0
947,drunken,1.0
2770,same,0.0
2952,cockrider,1.0
715,media,0.0
2941,island,0.0
686,beat-off,1.0
3792,kaffer,1.0
2353,nsfw images,1.0
2257,sir,0.0
3262,recognition,0.0
21,sukala,1.0
885,grant,0.0
3378,shitdick,1.0
917,draw,0.0
4169,mamaroza,1.0
3678,ЗЛОЕБУЧАЯ (-ий),1.0
2794,off,0.0
1265,peer,0.0
483,sniggering,1.0
3315,divide,0.0
3841,soul,0.0
277,nutfucker,1.0
988,introduce,0.0
2084,italiano,1.0
1245,ХУЙ НЕМЫТЫЙ,1.0
2382,comfortable,0.0
571,БЛЯХОМУДИЯ,1.0
1435,between,0.0
993,taassurot,0.0
3663,violet blue,1.0
2509,kink,1.0
585,blyaa,1.0
3268,performance,0.0
1349,drama,0.0
1007,ibn,0.0
674,"ВПИЗДОХИВАТЬСЯ -ошиваться, -юливаться, -юриваться -яриваться, -яшиваться, -яхиваться)",1.0
2412,considerable,0.0
447,octopussy,1.0
2529,amhor,1.0
3320,fraud,1.0
2064,suckme,1.0
3511,ПОНЕСЛАСЬ ПИЗДА ПО КОЧКАМ,1.0
2772,reverse cowgirl,1.0
1690,amyaloq,1.0
3666,drug,1.0
1247,oil,0.0
1985,bowl,0.0
294,ПРИЕБАТЬСЯ,1.0
1547,dick,1.0
2012,prison,0.0
588,church,0.0
2403,parking,0.0
2129,anilingus,1.0
3926,hamas,1.0
3248,hardon,1.0
425,urge,0.0
1054,erotism,1.0
3695,prosecutor,0.0
556,zaybalslar,1.0
3345,pussies,1.0
3230,contribution,0.0
3936,swear,0.0
3075,felch,1.0
3933,tragedy,0.0
2994,kotlar,1.0
1193,eynshteyn,0.0
1716,directly,0.0
4088,indeed,0.0
4005,retard,1.0
2400,walk,0.0
2139,cream,0.0
2383,mooncricket,1.0
2726,careful,0.0
1285,honey,0.0
2827,priority,0.0
4158,wetback,1.0
3544,В ПИЗДУ ВЛЕТЕТЬ,1.0
2087,snowballing,1.0
1889,laugh,0.0
1591,educational,0.0
3919,ЁБЛЯ,1.0
2162,how to murder,1.0
2396,pizdes,1.0
2658,nigglings,1.0
2271,adjust,0.0
3575,captain,0.0
1137,seed,0.0
2828,mustasnosiz,0.0
972,deep throat,1.0
795,vision,0.0
1711,critic,0.0
3668,motherfucked,1.0
453,bombing,0.0
913,ПЁЗДЫ,1.0
2962,measure,0.0
1199,НАЁБКА,1.0
1274,taboo,1.0
2375,corporate,0.0
37,scandal,0.0
974,kot,1.0
983,shhit,1.0
2954,value,0.0
1418,ПОДЗАЕБЕНИТЬ,1.0
1560,pansy,1.0
39,hooker,1.0
1486,ПОДНАЕБНУТЬ,1.0
2820,abajurtutqich,0.0
169,desire,1.0
1355,buggery,1.0
2649,boss,0.0
4188,list,0.0
2903,fabrikatsiya,0.0
2917,xuyela,1.0
1640,danger,0.0
1290,masterblaster,1.0
1380,real,0.0
1933,farting ,1.0
579,aware,0.0
3956,Kutag'imni ye,1.0
2030,goo girl,1.0
892,treaty,0.0
780,domestic,0.0
159,mafia,1.0
2,tarbaby,1.0
3026,footlicker,1.0
3659,suit,0.0
849,expose,0.0
2466,usually,0.0
2664,depict,0.0
1596,uptheass,1.0
1776,peck,1.0
1913,convention,0.0
1043,tashag'bosh,1.0
1544,damnation,1.0
2699,puss,1.0
53,women rapping,1.0
1796,onalarini ske,1.0
1911,learn,0.0
4128,ЕБАТЬ МОЗГИ,1.0
2553,sorry,0.0
3375,competition,0.0
3000,balandlik-pastlik,0.0
824,sikvordilar,1.0
3972,tribe,0.0
1389,doggy style,1.0
3634,fuckina,1.0
2769,brunette action,1.0
1607,allah,1.0
1594,vibrater,1.0
771,ОТПИЗДИТЬ,1.0
2611,yet,0.0
2273,fahm-farosat,0.0
1868,qataqkalla,1.0
1085,suicide,0.0
3011,hummer,1.0
1325,БЛЯДСКИЙ (-ая; -ое) (2),1.0
1463,bicurious,1.0
806,bung hole,1.0
3529,order,0.0
3507,kkk,1.0
2108,ПИЗДОДУШИЕ,1.0
3694,pistol,1.0
4217,taqiq,0.0
2234,badbinlashmoq,0.0
963,lower,0.0
398,mazgiyob,1.0
2632,brazzers,1.0
4129,jabazak,0.0
704,clogwog,1.0
431,debate,0.0
292,kid,1.0
4142,wank,1.0
145,ultimately,0.0
3022,angle,0.0
2033,anus,1.0
3106,blonde action,1.0
1165,racial,1.0
2050,will,0.0
2624,upthebutt,1.0
3382,cameljockey,1.0
339,cybersex,1.0
2678,ХУЯРИТЬ (-чить),1.0
265,ХУЕМАН,1.0
2424,ship,0.0
3442,Jalab,1.0
1771,zor kinish boldi lekin,1.0
271,crime,0.0
696,near,0.0
747,bear,0.0
244,cheese,0.0
317,every,0.0
476,eneyni ami,1.0
2032,foxshalar,1.0
4255,nod,0.0
4109,she,0.0
813,little,0.0
1914,activity,0.0
3746,goodpoop,1.0
1297,kanake,1.0
1804,cemetery,1.0
3189,investigator,0.0
250,fabrika-oshxona,0.0
2461,measurement,0.0
545,qanjiqsipat,1.0
738,corner,0.0
310,brown showers,1.0
1131,pizdes,1.0
1449,run,0.0
4186,suggest,0.0
15,ПЕРЕХУЯРИТЬ,1.0
3893,goyim,1.0
3098,darmaed,1.0
3941,edikt,0.0
4177,suckoff,1.0
363,bet,0.0
182,to,0.0
1194,choice,0.0
2740,generally,0.0
1121,Ko't,1.0
2235,mastabater,1.0
2667,gabr,0.0
1182,beneath,0.0
3613,produce,0.0
614,kunt,1.0
1466,wanking,1.0
401,"КОГДА ТЫ ПИЗДИШЬ, Я ОТДЫХАЮ",1.0
934,puke,1.0
2419,Kotbawara,1.0
2920,lovegun,1.0
2641,quickie,1.0
4080,tongue,0.0
726,skankybitch,1.0
826,cunteyed,1.0
1521,expansion,0.0
136,incredible,0.0
628,boong,1.0
334,jizzim,1.0
390,drawing,0.0
3392,goldenshower,1.0
1817,answer,0.0
3992,egg,0.0
710,flydie,1.0
1039,clitoris,1.0
2894,tap,0.0
3835,КОЗЛОЁБИЩЕ,1.0
1561,dirty sanchez,1.0
4077,busy,0.0
3722,poverty,0.0
1112,cook,0.0
2513,predict,0.0
1223,weapon,1.0
3127,athletic,0.0
2421,picture,0.0
1508,doodoo,1.0
1750,osama,1.0
2971,store,0.0
3975,mexican,1.0
338,fellatio,1.0
215,primary,0.0
1341,frezerlovchi,0.0
3714,buttmunch,1.0
1520,banging,1.0
2858,mockey,1.0
2749,milk,0.0
2981,ha-huv,0.0
2322,assman,1.0
2571,ejaculating ,1.0
101,changyutkich,0.0
3160,iblowu,1.0
171,regulation,0.0
107,dies,1.0
3630,kappak,1.0
4249,suka,1.0
3959,РАСХУЮЖИТЬ,1.0
2948,force,0.0
2805,nothing,0.0
2997,popular,0.0
2955,abadiyan,0.0
3309,lawyer,0.0
3978,pooperscooper,1.0
3807,ХУЙ ПРОССЫШЬ,1.0
1040,meatrack,1.0
3606,roach,1.0
2120,wine,0.0
1524,sort,0.0
3785,enforcement,0.0
2248,gonzagas,1.0
481,tube,0.0
3137,subsequent,0.0
3259,israel's,1.0
1762,ПИЗДЁЖ,1.0
3608,kock,1.0
3756,movement,0.0
3845,chip,0.0
3013,weewee,1.0
405,slanteye,1.0
757,fantasy,0.0
2711,ИСПИЗДИТЬ,1.0
2670,hearing,0.0
2889,snownigger,1.0
97,brain,0.0
1333,shift,0.0
3517,bootycall,1.0
4095,business,0.0
2902,ho,1.0
3488,2 girls 1 cup,1.0
2058,grow,0.0
3101,ПИЗДЮХАТЬ,1.0
148,missile,0.0
28,yoqlamaganlik,0.0
3015,official,0.0
3914,slaughter,1.0
692,squaw,1.0
1386,satisfy,0.0
1845,Gey,1.0
3020,wetb,1.0
1599,muffdiver,1.0
3796,chiyillatish,0.0
701,tub girl,1.0
1708,angry,1.0
454,doubt,0.0
2040,phukking,1.0
3084,buttfuck,1.0
2315,mad,1.0
609,po‘latchi,0.0
167,province,0.0
730,ЁБ (ёп) ТВОЮ МАТЬ,1.0
3174,orgy,1.0
3973,asspacker,1.0
2929,goddammit,1.0
1622,analysis,0.0
587,kigger,1.0
1401,recover,0.0
1700,jalablar,1.0
3217,fagot,0.0
3537,ball licking,1.0
1379,commission,0.0
2089,МАЛОЕБУЩИЙ (малоебучий) ФАКТОР,1.0
2175,ПИЗДЮРИТЬ,1.0
3347,moles,1.0
3812,onalarini ske,1.0
2657,zoophilia,1.0
3588,gado,0.0
441,НЕВЪЕБЕННЫЙ,1.0
2937,asswipe,1.0
2051,lez,1.0
2541,and,0.0
1301,iblislarcha,0.0
3754,titties,1.0
1304,jinni,1.0
236,craft,0.0
2599,asskisser,1.0
520,jailbait,1.0
2573,БЛЯДСТВО (2),1.0
2768,dead,0.0
735,refugee,1.0
3925,oneyni,1.0
2106,reservation,0.0
2679,approve,0.0
2761,journey,0.0
592,life,0.0
1303,ok,0.0
1387,song,0.0
2868,jerk off,1.0
3271,folk,0.0
4189,lezz,1.0
904,Fohisha,1.0
3759,reasonable,0.0
1279,scrotum,1.0
3534,central,0.0
4170,stick,0.0
2308,Gey,1.0
3515,charge,0.0
3631,burn,1.0
3503,В ПИЗДУ — В ПИЗДУ,1.0
706,ibodat,0.0
3907,bbw,1.0
745,yoz e amani kotiga sey bla,1.0
1939,had-hudud,0.0
3836,orientation,0.0
2897,box,0.0
513,atmosphere,0.0
81,asalhoney,1.0
4236,fate,0.0
1308,baddil,0.0
3820,jabduqlanmoq,0.0
914,far,0.0
4082,abaka,0.0
4064,sandm,1.0
774,blood,0.0
329,whiskeydick,1.0
2054,violence,1.0
2001,fat,0.0
943,godammit,1.0
822,catholics,1.0
3641,slutty,1.0
909,sweetness,1.0
2516,ПОДПИЗДЫВАЕТ (-ть),1.0
181,ahmoq,1.0
164,ВЫЕБАТЬ,1.0
1523,table,0.0
451,ПОДЪЁБКИ,1.0
2538,bollock,1.0
3618,date rape,1.0
1311,onayni skey,1.0
1111,basketball,0.0
4194,Kutingga sikay,1.0
1287,jabr-bedod,0.0
3058,silent,0.0
3684,katakbas,1.0
327,average,0.0
1790,tashaq,1.0
2490,usama,1.0
3929,tale,0.0
2007,ЕБАЛО (ебло),1.0
1858,communist,1.0
3897,Oghizga olish,1.0
312,broken,0.0
832,line,0.0
1201,chortlar,1.0
3637,think,0.0
3706,continue,0.0
2134,imagine,0.0
2209,suckmyass,1.0
3407,doctor,0.0
1481,peak,0.0
777,girl on top,1.0
799,tum,0.0
54,maattaassuf,0.0
1920,explosion,1.0
3822,bar,0.0
3168,bazongas,1.0
1701,suckmydick,1.0
2161,increased,0.0
1136,tight white,1.0
987,ibiy,0.0
3477,character,0.0
3165,jail bait,1.0
1394,among,0.0
2637,assassinate,1.0
768,sister,0.0
3924,gangbang,1.0
285,tard,1.0
3899,lox,1.0
428,jabr-sitam,0.0
2332,jizjuice,1.0
2717,krap,1.0
2079,Og'izga olish,1.0
722,bi,1.0
951,fucck,1.0
3358,colonial,0.0
2262,asspuppies,1.0
989,investment,0.0
1759,explore,0.0
3832,sexually,1.0
326,strapon,1.0
2608,ground,0.0
1383,efemer,0.0
1724,live,0.0
1086,sniper,1.0
3552,radical,1.0
341,gyppy,1.0
147,brief,0.0
3433,capture,0.0
1107,yo‘qlamachi,0.0
848,glad,0.0
966,queaf,1.0
3717,conversation,0.0
2203,libido,1.0
3258,tashag'kalla,1.0
661,jossalar,1.0
1002,worth,0.0
3437,fuc,1.0
3716,boang,1.0
3441,Bible,0.0
3928,particular,0.0
1879,gypo,1.0
4132,hillbillies,1.0
1203,cumbubble,1.0
1990,experience,0.0
24,fortune,0.0
4130,wander,0.0
2978,scallywag,1.0
3056,xaromilar,1.0
3380,mickeyfinn,1.0
875,maxfiy,0.0
3998,jabduqlatmoq,0.0
938,noonan,1.0
2687,glass,0.0
2394,assbagger,1.0
3699,democracy,0.0
4240,luckycammeltoe,1.0
385,nastywhore,1.0
4062,ОБЪЕБАТЬСЯ,1.0
3701,cumjockey,1.0
3229,urban,0.0
2291,genitals,1.0
3733,trojan,1.0
936,homicide,1.0
3814,luck,0.0
2360,spank,1.0
201,black cock,1.0
1332,ГОВНОЁБ,1.0
2708,fuckmehard,1.0
1934,darky,1.0
935,spend,0.0
2418,pepper,0.0
566,hodgie,1.0
1854,ПРИХУЯРИВАТЬ (-чивать),1.0
2872,diaspora,0.0
3566,С ХУЕВУ ТУЧУ,1.0
2467,leather,0.0
1645,РАЗЪЕБАТЬСЯ,1.0
3121,jabdamoq,0.0
2861,competitive,0.0
1792,blacks,1.0
1430,whiskydick,1.0
2826,bestiality,1.0
3405,why,0.0
1013,gangbanger,1.0
1928,had-hisobsiz,0.0
3647,unique,0.0
126,forni,1.0
3079,ОТЪЕБАТЬСЯ,1.0
2935,hindoo,1.0
1347,educator,0.0
355,kaffre,1.0
2730,addict,1.0
827,motivation,0.0
1639,arrangement,0.0
984,addicts,1.0
2188,sandnigger,1.0
3767,capability,0.0
2443,niggles,1.0
362,oponggi ommi,1.0
2349,badenit,0.0
345,suicide,1.0
3029,phone sex,1.0
3757,ДОЕБАЛСЯ (-лась; -лись; -ться),1.0
711,buggered,1.0
3415,effectively,0.0
4071,fagoterapiya,0.0
3034,laid,1.0
10,ЖИДОЁБ,1.0
3553,brazzers,1.0
2116,bilimsizlik,0.0
1834,beh,0.0
793,escort,1.0
4087,contrast,0.0
2802,ТУПИЗДЕНЬ,1.0
2674,award,0.0
94,ibo-andisha,0.0
129,blow,1.0
2891,cherrypopper,1.0
2371,uzilish,0.0
3286,ПИЗДОХУЙ,1.0
4185,nigga,1.0
3629,fuckyou,1.0
2263,bed,0.0
1900,volunteer,0.0
3220,naked,1.0
3526,already,0.0
1932,argument,0.0
3245,ebulioskop,0.0
3155,o'siroq,1.0
2912,flange,1.0
1865,fecal,1.0
1658,bullcrap,1.0
516,instructor,0.0
1857,geni,1.0
2645,down,0.0
2243,jala,1.0
1277,gyppie,1.0
2336,vs,0.0
950,kummer,1.0
1120,japanese,1.0
2597,everyday,0.0
2204,sudden,0.0
419,board,0.0
922,dyuker,0.0
3233,devilworshipper,1.0
477,pros,1.0
2035,rapist,1.0
3203,zaybal,1.0
1692,rush,0.0
3751,prayer,0.0
1471,gatorbait,1.0
2601,asskiss,1.0
1202,fuckit,1.0
2438,concentrate,0.0
2626,boner,1.0
1669,jabduqchilik,0.0
4101,hard core,1.0
1970,sin,0.0
2151,hiv,1.0
820,abo,1.0
1997,bitchy,1.0
4163,СКОТОЁБ,1.0
3054,tend,0.0
1248,juggalo,1.0
3228,lift,0.0
2712,draft,0.0
3935,"ХУЁВ НАСОВАТЬ, ХУЯМИ ОБЛОЖИТЬ",1.0
2190,testicles,1.0
3865,shithouse,1.0
1046,phuk,1.0
1888,suggestion,0.0
2469,jabduqlatish,0.0
2847,cunnilingus,1.0
615,naxxuy,1.0
1318,sexy,1.0
1863,abuse,0.0
2343,specific,0.0
2449,print,0.0
2136,ejaculate,1.0
3620,dabba,1.0
1772,ВЫЕБОК,1.0
4221,region,0.0
131,sikvordin,1.0
3167,turnon,1.0
77,whiz,1.0
2898,scat,1.0
2052,mustaqilchi,0.0
724,approval,0.0
1314,kotmisilar,1.0
3361,molester,1.0
1851,ДЕРЬМОХЕРОПИЗДОКРАТ (-ка; -ы),1.0
2317,booby,1.0
3372,slavedriver,1.0
3662,soviet,1.0
1372,dig,0.0
1855,safety,0.0
2965,nazi,1.0
1319,cable,0.0
2560,orgasim ,1.0
4167,mikromanometr,0.0
3607,consideration,0.0
3449,ДОЁБЫВАТЬ,1.0
375,pitch,0.0
1908,european,1.0
333,zaebalslar,1.0
3310,tittie,1.0
3383,night,0.0
2365,assault,0.0
1604,lezzo,1.0
1118,charity,0.0
4139,fahmlash,0.0
1943,ШОБЛА-ЁБЛА,1.0
2958,better,0.0
3571,ban,0.0
